ID,Language_ID,Primary_Text,Analyzed_Word,Gloss,Translated_Text,Meta_Language_ID,Comment,Poem_ID,Entry_IDS,Stanza_Number,Line_Number,Phrase_Number,Rhyme_Words,Rhyme_Word_Indices,Rhyme_IDS
928,OldChinese,巧笑b倩兮。,巧\t笑\t倩\t兮,,,,,57,,2,6,1,倩,3,57-2-b
929,OldChinese,美目b盼兮。,美\t目\t盼\t兮,,,,,57,,2,7,1,盼,3,57-2-b
930,OldChinese,碩人敖a敖,碩\t人\t敖\t敖,,,,,57,,3,1,1,敖,4,57-3-a
931,OldChinese,說于農a郊。,說\t于\t農\t郊,,,,,57,,3,1,2,郊,4,57-3-a
932,OldChinese,四牡有a驕,四\t牡\t有\t驕,,,,,57,,3,2,1,驕,4,57-3-a
933,OldChinese,朱幩鑣a鑣,朱\t幩\t鑣\t鑣,,,,,57,,3,2,2,鑣,4,57-3-a
934,OldChinese,翟茀以a朝。,翟\t茀\t以\t朝,,,,,57,,3,2,3,朝,4,57-3-a
935,OldChinese,大夫夙退,大\t夫\t夙\t退,,,,,57,,3,3,1,,,
936,OldChinese,無使君a勞。,無\t使\t君\t勞,,,,,57,,3,3,2,勞,4,57-3-a
937,OldChinese,河水洋洋,河\t水\t洋\t洋,,,,,57,,4,1,1,,,
938,OldChinese,北流a活a活。,北\t流\t活\t活,,,,,57,,4,1,2,活 活,3 4,57-4-a 57-4-a
939,OldChinese,施罛a瀖a瀖,施\t罛\t瀖\t瀖,,,,,57,,4,2,1,瀖 瀖,3 4,57-4-a 57-4-a
940,OldChinese,鱣鮪a發a發,鱣\t鮪\t發\t發,,,,,57,,4,2,2,發 發,3 4,57-4-a 57-4-a
941,OldChinese,葭菼a揭a揭。,葭\t菼\t揭\t揭,,,,,57,,4,2,3,揭 揭,3 4,57-4-a 57-4-a
942,OldChinese,庶姜a孼a孼,庶\t姜\t孼\t孼,,,,,57,,4,3,1,孼 孼,3 4,57-4-a 57-4-a
943,OldChinese,庶士有a朅。,庶\t士\t有\t朅,,,,,57,,4,3,2,朅,4,57-4-a
944,OldChinese,氓之蚩a蚩,氓\t之\t蚩\t蚩,,,,,58,,1,1,1,蚩,4,58-1-a
945,OldChinese,抱布貿a絲。,抱\t布\t貿\t絲,,,,,58,,1,1,2,絲,4,58-1-a
946,OldChinese,匪來貿a絲,匪\t來\t貿\t絲,,,,,58,,1,2,1,絲,4,58-1-a
947,OldChinese,來即我a謀。,來\t即\t我\t謀,,,,,58,,1,2,2,謀,4,58-1-a
948,OldChinese,送子涉a淇,送\t子\t涉\t淇,,,,,58,,1,3,1,淇,4,58-1-a
949,OldChinese,至于頓a丘。,至\t于\t頓\t丘,,,,,58,,1,3,2,丘,4,58-1-a
950,OldChinese,匪來愆a期,匪\t來\t愆\t期,,,,,58,,1,4,1,期,4,58-1-a
951,OldChinese,子無良a媒。,子\t無\t良\t媒,,,,,58,,1,4,2,媒,4,58-1-a
952,OldChinese,將子無怒,將\t子\t無\t怒,,,,,58,,1,5,1,,,
953,OldChinese,秋以為a期。,秋\t以\t為\t期,,,,,58,,1,5,2,期,4,58-1-a
954,OldChinese,乘彼垝a垣,乘\t彼\t垝\t垣,,,,,58,,2,1,1,垣,4,58-2-a
955,OldChinese,以望復a關。,以\t望\t復\t關,,,,,58,,2,1,2,關,4,58-2-a
956,OldChinese,不見復a關,不\t見\t復\t關,,,,,58,,2,2,1,關,4,58-2-a
957,OldChinese,泣涕漣a漣。,泣\t涕\t漣\t漣,,,,,58,,2,2,2,漣,4,58-2-a
958,OldChinese,既見復a關,既\t見\t復\t關,,,,,58,,2,3,1,關,4,58-2-a
959,OldChinese,載笑載a言。,載\t笑\t載\t言,,,,,58,,2,3,2,言,4,58-2-a
960,OldChinese,爾卜爾筮,爾\t卜\t爾\t筮,,,,,58,,2,4,1,,,
961,OldChinese,體無咎a言。,體\t無\t咎\t言,,,,,58,,2,4,2,言,4,58-2-a
962,OldChinese,以爾車a來,以\t爾\t車\t來,,,,,58,,2,5,1,來,4,58-2-a
963,OldChinese,以我賄a遷。,以\t我\t賄\t遷,,,,,58,,2,5,2,遷,4,58-2-a
964,OldChinese,桑之未a落,桑\t之\t未\t落,,,,,58,,3,1,1,落,4,58-3-a
965,OldChinese,其葉沃a若。,其\t葉\t沃\t若,,,,,58,,3,1,2,若,4,58-3-a
966,OldChinese,于嗟鳩兮,于\t嗟\t鳩\t兮,,,,,58,,3,2,1,,,
967,OldChinese,無食桑b葚。,無\t食\t桑\t葚,,,,,58,,3,2,2,葚,4,58-3-b
968,OldChinese,于嗟女兮,于\t嗟\t女\t兮,,,,,58,,3,3,1,,,
969,OldChinese,無與士b耽。,無\t與\t士\t耽,,,,,58,,3,3,2,耽,4,58-3-b
970,OldChinese,士之c耽兮,士\t之\t耽\t兮,,,,,58,,3,4,1,耽,3,58-3-c
971,OldChinese,猶可d說也,猶\t可\t說\t也,,,,,58,,3,4,2,說,3,58-3-d
972,OldChinese,,,,,,,58,,3,4,3,,,
973,OldChinese,女之c耽兮,女\t之\t耽\t兮,,,,,58,,3,5,1,耽,3,58-3-c
974,OldChinese, 不可d說也。,不\t可\t說\t也,,,,,58,,3,5,2,說,3,58-3-d
975,OldChinese,桑之落矣,桑\t之\t落\t矣,,,,,58,,4,1,1,,,
976,OldChinese,其黃而a隕。,其\t黃\t而\t隕,,,,,58,,4,1,2,隕,4,58-4-a
977,OldChinese,自我徂爾,自\t我\t徂\t爾,,,,,58,,4,2,1,,,
978,OldChinese,三歲食a貧。,三\t歲\t食\t貧,,,,,58,,4,2,2,貧,4,58-4-a
979,OldChinese,淇水b湯b湯,淇\t水\t湯\t湯,,,,,58,,4,3,1,湯 湯,3 4,58-4-b 58-4-b
980,OldChinese,漸車帷b裳。,漸\t車\t帷\t裳,,,,,58,,4,3,2,裳,4,58-4-b
981,OldChinese,女也不b爽,女\t也\t不\t爽,,,,,58,,4,4,1,爽,4,58-4-b
982,OldChinese,士貳其b行。,士\t貳\t其\t行,,,,,58,,4,4,2,行,4,58-4-b
983,OldChinese,士也罔c極,士\t也\t罔\t極,,,,,58,,4,5,1,極,4,58-4-c
984,OldChinese,二三其c德。,二\t三\t其\t德,,,,,58,,4,5,2,德,4,58-4-c
985,OldChinese,三歲為婦,三\t歲\t為\t婦,,,,,58,,5,1,1,,,
986,OldChinese,靡室a勞矣。,靡\t室\t勞\t矣,,,,,58,,5,1,2,勞,3,58-5-a
987,OldChinese,夙興夜寐,夙\t興\t夜\t寐,,,,,58,,5,2,1,,,
988,OldChinese,靡有a朝矣。,靡\t有\t朝\t矣,,,,,58,,5,2,2,朝,3,58-5-a
989,OldChinese,言既遂矣,言\t既\t遂\t矣,,,,,58,,5,3,1,,,
990,OldChinese,至于b暴矣。,至\t于\t暴\t矣,,,,,58,,5,3,2,暴,3,58-5-b
991,OldChinese,兄弟不知,兄\t弟\t不\t知,,,,,58,,5,4,1,,,
992,OldChinese,咥其b笑矣。,咥\t其\t笑\t矣,,,,,58,,5,4,2,笑,3,58-5-b
993,OldChinese,靜言思之,靜\t言\t思\t之,,,,,58,,5,5,1,,,
994,OldChinese,躬自b悼矣。,躬\t自\t悼\t矣,,,,,58,,5,5,2,悼,3,58-5-b
995,OldChinese,及爾偕老,及\t爾\t偕\t老,,,,,58,,6,1,1,,,
996,OldChinese,老使我a怨。,老\t使\t我\t怨,,,,,58,,6,1,2,怨,4,58-6-a
997,OldChinese,淇則有a岸,淇\t則\t有\t岸,,,,,58,,6,2,1,岸,4,58-6-a
998,OldChinese,隰則有a泮。,隰\t則\t有\t泮,,,,,58,,6,2,2,泮,4,58-6-a
999,OldChinese,總角之a宴,總\t角\t之\t宴,,,,,58,,6,3,1,宴,4,58-6-a
1000,OldChinese,言笑a晏a晏。,言\t笑\t晏\t晏,,,,,58,,6,3,2,晏 晏,3 4,58-6-a 58-6-a
1001,OldChinese,信膂a旦a旦,信\t膂\t旦\t旦,,,,,58,,6,4,1,旦 旦,3 4,58-6-a 58-6-a
1002,OldChinese,不思其a反。,不\t思\t其\t反,,,,,58,,6,4,2,反,4,58-6-a
1003,OldChinese,反是不b思,反\t是\t不\t思,,,,,58,,6,5,1,思,4,58-6-b
1004,OldChinese,亦已焉b哉。,亦\t已\t焉\t哉,,,,,58,,6,5,2,哉,4,58-6-b
1005,OldChinese,藋藋竹a竿,藋\t藋\t竹\t竿,,,,,59,,1,1,1,竿,4,59-1-a
1006,OldChinese,以釣于a淇。,以\t釣\t于\t淇,,,,,59,,1,1,2,淇,4,59-1-a
1007,OldChinese,豈不爾a思,豈\t不\t爾\t思,,,,,59,,1,2,1,思,4,59-1-a
1008,OldChinese,遠莫致a之。,遠\t莫\t致\t之,,,,,59,,1,2,2,之,4,59-1-a
1009,OldChinese,泉源在左,泉\t源\t在\t左,,,,,59,,2,1,1,,,
1010,OldChinese,淇水在a右。,淇\t水\t在\t右,,,,,59,,2,1,2,右,4,59-2-a
1011,OldChinese,女子有行,女\t子\t有\t行,,,,,59,,2,2,1,,,
1012,OldChinese,遠兄弟父a母。,遠\t兄\t弟\t父\t母,,,,,59,,2,2,2,母,5,59-2-a
1013,OldChinese,淇水在a右,淇\t水\t在\t右,,,,,59,,3,1,1,右,4,59-3-a
1014,OldChinese,泉源在a左。,泉\t源\t在\t左,,,,,59,,3,1,2,左,4,59-3-a
1015,OldChinese,巧笑之瑳,巧\t笑\t之\t瑳,,,,,59,,3,2,1,,,
1016,OldChinese,佩玉之a儺。,佩\t玉\t之\t儺,,,,,59,,3,2,2,儺,4,59-3-a
1017,OldChinese,淇水滺a滺,淇\t水\t滺\t滺,,,,,59,,4,1,1,滺,4,59-4-a
1018,OldChinese,檜楫松a舟。,檜\t楫\t松\t舟,,,,,59,,4,1,2,舟,4,59-4-a
1019,OldChinese,駕言出a遊,駕\t言\t出\t遊,,,,,59,,4,2,1,遊,4,59-4-a
1020,OldChinese,以寫我a憂。,以\t寫\t我\t憂,,,,,59,,4,2,2,憂,4,59-4-a
1021,OldChinese,芄蘭之a支,芄\t蘭\t之\t支,,,,,60,,1,1,1,支,4,60-1-a
1022,OldChinese,童子佩a觿。,童\t子\t佩\t觿,,,,,60,,1,1,2,觿,4,60-1-a
1023,OldChinese,雖則佩a觿,雖\t則\t佩\t觿,,,,,60,,1,2,1,觿,4,60-1-a
1024,OldChinese,能不我a知。,能\t不\t我\t知,,,,,60,,1,2,2,知,4,60-1-a
1025,OldChinese,容兮b遂兮,容\t兮\t遂\t兮,,,,,60,,1,3,1,遂,3,60-1-b
1026,OldChinese,垂帶b悸兮。,垂\t帶\t悸\t兮,,,,,60,,1,3,2,悸,3,60-1-b
1027,OldChinese,芄蘭之a葉,芄\t蘭\t之\t葉,,,,,60,,2,1,1,葉,4,60-2-a
1028,OldChinese,童子佩a韘。,童\t子\t佩\t韘,,,,,60,,2,1,2,韘,4,60-2-a
1029,OldChinese,雖則佩a韘,雖\t則\t佩\t韘,,,,,60,,2,2,1,韘,4,60-2-a
1030,OldChinese,能不我a甲。,能\t不\t我\t甲,,,,,60,,2,2,2,甲,4,60-2-a
1031,OldChinese,容兮b遂兮,容\t兮\t遂\t兮,,,,,60,,2,3,1,遂,3,60-2-b
1032,OldChinese,垂帶b悸兮。,垂\t帶\t悸\t兮,,,,,60,,2,3,2,悸,3,60-2-b
1033,OldChinese,誰謂河廣,誰\t謂\t河\t廣,,,,,61,,1,1,1,,,
1034,OldChinese,一葦a杭之。,一\t葦\t杭\t之,,,,,61,,1,1,2,杭,3,61-1-a
1035,OldChinese,誰謂宋遠,誰\t謂\t宋\t遠,,,,,61,,1,2,1,,,
1036,OldChinese,跂予a望之。,跂\t予\t望\t之,,,,,61,,1,2,2,望,3,61-1-a
1037,OldChinese,誰謂河廣,誰\t謂\t河\t廣,,,,,61,,2,1,1,,,
1038,OldChinese,曾不容a刀。,曾\t不\t容\t刀,,,,,61,,2,1,2,刀,4,61-2-a
1039,OldChinese,誰謂宋遠,誰\t謂\t宋\t遠,,,,,61,,2,2,1,,,
1040,OldChinese,曾不崇a朝。,曾\t不\t崇\t朝,,,,,61,,2,2,2,朝,4,61-2-a
1041,OldChinese,伯兮a朅兮,伯\t兮\t朅\t兮,,,,,62,,1,1,1,朅,3,62-1-a
1042,OldChinese,邦之a桀兮。,邦\t之\t桀\t兮,,,,,62,,1,1,2,桀,3,62-1-a
1043,OldChinese,伯也執b殳,伯\t也\t執\t殳,,,,,62,,1,2,1,殳,4,62-1-b
1044,OldChinese,為王前b驅。,為\t王\t前\t驅,,,,,62,,1,2,2,驅,4,62-1-b
1045,OldChinese,自伯之a東,自\t伯\t之\t東,,,,,62,,2,1,1,東,4,62-2-a
1046,OldChinese,首如飛a蓬。,首\t如\t飛\t蓬,,,,,62,,2,1,2,蓬,4,62-2-a
1047,OldChinese,豈無膏沐,豈\t無\t膏\t沐,,,,,62,,2,2,1,,,
1048,OldChinese,誰適為a容。,誰\t適\t為\t容,,,,,62,,2,2,2,容,4,62-2-a
1049,OldChinese,其雨其雨,其\t雨\t其\t雨,,,,,62,,3,1,1,,,
1050,OldChinese,杲杲出a日。,杲\t杲\t出\t日,,,,,62,,3,1,2,日,4,62-3-a
1051,OldChinese,願言思伯,願\t言\t思\t伯,,,,,62,,3,2,1,,,
1052,OldChinese,甘心首a疾。,甘\t心\t首\t疾,,,,,62,,3,2,2,疾,4,62-3-a
1053,OldChinese,焉得諼草,焉\t得\t諼\t草,,,,,62,,4,1,1,,,
1054,OldChinese,言樹之a背。,言\t樹\t之\t背,,,,,62,,4,1,2,背,4,62-4-a
1055,OldChinese,願言思伯,願\t言\t思\t伯,,,,,62,,4,2,1,,,
1056,OldChinese,使我心a痗。,使\t我\t心\t痗,,,,,62,,4,2,2,痗,4,62-4-a
1057,OldChinese,有狐綏綏,有\t狐\t綏\t綏,,,,,63,,1,1,1,,,
1058,OldChinese,在彼淇a梁。,在\t彼\t淇\t梁,,,,,63,,1,1,2,梁,4,63-1-a
1059,OldChinese,心之憂矣,心\t之\t憂\t矣,,,,,63,,1,2,1,,,
1060,OldChinese,之子無a裳。,之\t子\t無\t裳,,,,,63,,1,2,2,裳,4,63-1-a
1061,OldChinese,有狐綏綏,有\t狐\t綏\t綏,,,,,63,,2,1,1,,,
1062,OldChinese,在彼淇a厲。,在\t彼\t淇\t厲,,,,,63,,2,1,2,厲,4,63-2-a
1063,OldChinese,心之憂矣,心\t之\t憂\t矣,,,,,63,,2,2,1,,,
1064,OldChinese,之子無a帶。,之\t子\t無\t帶,,,,,63,,2,2,2,帶,4,63-2-a
1065,OldChinese,有狐綏綏,有\t狐\t綏\t綏,,,,,63,,3,1,1,,,
1066,OldChinese,在彼淇a側。,在\t彼\t淇\t側,,,,,63,,3,1,2,側,4,63-3-a
1067,OldChinese,心之憂矣,心\t之\t憂\t矣,,,,,63,,3,2,1,,,
1068,OldChinese,之子無a服。,之\t子\t無\t服,,,,,63,,3,2,2,服,4,63-3-a
1069,OldChinese,投我以木a瓜,投\t我\t以\t木\t瓜,,,,,64,,1,1,1,瓜,5,64-1-a
1070,OldChinese,報之以瓊a琚。,報\t之\t以\t瓊\t琚,,,,,64,,1,1,2,琚,5,64-1-a
1071,OldChinese,匪b報也,匪\t報\t也,,,,,64,,1,2,1,報,2,64-1-b
1072,OldChinese,永以為b好也。,永\t以\t為\t好\t也,,,,,64,,1,2,2,好,4,64-1-b
1073,OldChinese,投我以木a桃,投\t我\t以\t木\t桃,,,,,64,,2,1,1,桃,5,64-2-a
1074,OldChinese,報之以瓊a瑤。,報\t之\t以\t瓊\t瑤,,,,,64,,2,1,2,瑤,5,64-2-a
1075,OldChinese,匪b報也,匪\t報\t也,,,,,64,,2,2,1,報,2,64-2-b
1076,OldChinese,永以為b好也。,永\t以\t為\t好\t也,,,,,64,,2,2,2,好,4,64-2-b
1077,OldChinese,投我以木a李,投\t我\t以\t木\t李,,,,,64,,3,1,1,李,5,64-3-a
1078,OldChinese,報之以瓊a玖。,報\t之\t以\t瓊\t玖,,,,,64,,3,1,2,玖,5,64-3-a
1079,OldChinese,匪b報也,匪\t報\t也,,,,,64,,3,2,1,報,2,64-3-b
1080,OldChinese,永以為b好也。,永\t以\t為\t好\t也,,,,,64,,3,2,2,好,4,64-3-b
1081,OldChinese,彼黍離a離,彼\t黍\t離\t離,,,,,65,,1,1,1,離,4,65-1-a
1082,OldChinese,彼稷之b苗。,彼\t稷\t之\t苗,,,,,65,,1,1,2,苗,4,65-1-b
1083,OldChinese,行邁a靡a靡,行\t邁\t靡\t靡,,,,,65,,1,2,1,靡 靡,3 4,65-1-a 65-1-a
1084,OldChinese,中心b搖b搖。,中\t心\t搖\t搖,,,,,65,,1,2,2,搖 搖,3 4,65-1-b 65-1-b
1085,OldChinese,知我者,知\t我\t者,,,,,65,,1,3,1,,,
1086,OldChinese,謂我心c憂,謂\t我\t心\t憂,,,,,65,,1,3,2,憂,4,65-1-c
1087,OldChinese,不知我者,不\t知\t我\t者,,,,,65,,1,3,3,,,
1088,OldChinese,謂我何c求。,謂\t我\t何\t求,,,,,65,,1,3,4,求,4,65-1-c
1089,OldChinese,悠悠蒼d天,悠\t悠\t蒼\t天,,,,,65,,1,4,1,天,4,65-1-d
1090,OldChinese,此何d人哉。,此\t何\t人\t哉,,,,,65,,1,4,2,人,3,65-1-d
1091,OldChinese,彼黍a離a離,彼\t黍\t離\t離,,,,,65,,2,1,1,離 離,3 4,65-2-a 65-2-a
1092,OldChinese,彼稷之b穗。,彼\t稷\t之\t穗,,,,,65,,2,1,2,穗,4,65-2-b
1093,OldChinese,行邁a靡a靡,行\t邁\t靡\t靡,,,,,65,,2,2,1,靡 靡,3 4,65-2-a 65-2-a
1094,OldChinese,中心如b醉。,中\t心\t如\t醉,,,,,65,,2,2,2,醉,4,65-2-b
1095,OldChinese,知我者,知\t我\t者,,,,,65,,2,3,1,,,
1096,OldChinese,謂我心c憂,謂\t我\t心\t憂,,,,,65,,2,3,2,憂,4,65-2-c
1097,OldChinese,不知我者,不\t知\t我\t者,,,,,65,,2,3,3,,,
1098,OldChinese,謂我何c求。,謂\t我\t何\t求,,,,,65,,2,3,4,求,4,65-2-c
1099,OldChinese,悠悠蒼d天,悠\t悠\t蒼\t天,,,,,65,,2,4,1,天,4,65-2-d
1100,OldChinese,此何d人哉。,此\t何\t人\t哉,,,,,65,,2,4,2,人,3,65-2-d
1101,OldChinese,彼黍a離a離,彼\t黍\t離\t離,,,,,65,,3,1,1,離 離,3 4,65-3-a 65-3-a
1102,OldChinese,彼稷之b實。,彼\t稷\t之\t實,,,,,65,,3,1,2,實,4,65-3-b
1103,OldChinese,行邁a靡a靡,行\t邁\t靡\t靡,,,,,65,,3,2,1,靡 靡,3 4,65-3-a 65-3-a
1104,OldChinese,中心如b噎。,中\t心\t如\t噎,,,,,65,,3,2,2,噎,4,65-3-b
1105,OldChinese,知我者,知\t我\t者,,,,,65,,3,3,1,,,
1106,OldChinese,謂我心c憂,謂\t我\t心\t憂,,,,,65,,3,3,2,憂,4,65-3-c
1107,OldChinese,不知我者,不\t知\t我\t者,,,,,65,,3,3,3,,,
1108,OldChinese,謂我何c求。,謂\t我\t何\t求,,,,,65,,3,3,4,求,4,65-3-c
1109,OldChinese,悠悠蒼d天,悠\t悠\t蒼\t天,,,,,65,,3,4,1,天,4,65-3-d
1110,OldChinese,此何d人哉。,此\t何\t人\t哉,,,,,65,,3,4,2,人,3,65-3-d
1111,OldChinese,君子于役,君\t子\t于\t役,,,,,66,,1,1,1,,,
1112,OldChinese,不知其a期,不\t知\t其\t期,,,,,66,,1,1,2,期,4,66-1-a
1113,OldChinese,曷至a哉。,曷\t至\t哉,,,,,66,,1,1,3,哉,3,66-1-a
1114,OldChinese,雞棲于a塒,雞\t棲\t于\t塒,,,,,66,,1,2,1,塒,4,66-1-a
1115,OldChinese,日之夕矣,日\t之\t夕\t矣,,,,,66,,1,2,2,,,
1116,OldChinese,羊牛下a來。,羊\t牛\t下\t來,,,,,66,,1,2,3,來,4,66-1-a
1117,OldChinese,君子于役,君\t子\t于\t役,,,,,66,,1,3,1,,,
1118,OldChinese,如之何勿a思。,如\t之\t何\t勿\t思,,,,,66,,1,3,2,思,5,66-1-a
1119,OldChinese,君子于役,君\t子\t于\t役,,,,,66,,2,1,1,,,
1120,OldChinese,不日不a月,不\t日\t不\t月,,,,,66,,2,1,2,月,4,66-2-a
1121,OldChinese,曷其有a佸。,曷\t其\t有\t佸,,,,,66,,2,1,3,佸,4,66-2-a
1122,OldChinese,雞棲于a桀,雞\t棲\t于\t桀,,,,,66,,2,2,1,桀,4,66-2-a
1123,OldChinese,日之夕矣,日\t之\t夕\t矣,,,,,66,,2,2,2,,,
1124,OldChinese,羊牛下a括。,羊\t牛\t下\t括,,,,,66,,2,2,3,括,4,66-2-a
1125,OldChinese,君子于役,君\t子\t于\t役,,,,,66,,2,3,1,,,
1126,OldChinese,茍無飢a渴。,茍\t無\t飢\t渴,,,,,66,,2,3,2,渴,4,66-2-a
1127,OldChinese,君子a陽a陽,君\t子\t陽\t陽,,,,,67,,1,1,1,陽 陽,3 4,67-1-a 67-1-a
1128,OldChinese,左執a簧,左\t執\t簧,,,,,67,,1,1,2,簧,3,67-1-a
1129,OldChinese,右招我由a房。,右\t招\t我\t由\t房,,,,,67,,1,1,3,房,5,67-1-a
1130,OldChinese,其樂只且。,其\t樂\t只\t且,,,,,67,,1,2,1,,,
1131,OldChinese,君子a陶a陶,君\t子\t陶\t陶,,,,,67,,2,1,1,陶 陶,3 4,67-2-a 67-2-a
1132,OldChinese,左執a翿,左\t執\t翿,,,,,67,,2,1,2,翿,3,67-2-a
1133,OldChinese,右招我由a敖。,右\t招\t我\t由\t敖,,,,,67,,2,1,3,敖,5,67-2-a
1134,OldChinese,其樂只且。,其\t樂\t只\t且,,,,,67,,2,2,1,,,
1135,OldChinese,揚之水,揚\t之\t水,,,,,68,,1,1,1,,,
1136,OldChinese,不流束a薪。,不\t流\t束\t薪,,,,,68,,1,1,2,薪,4,68-1-a
1137,OldChinese,彼其之子,彼\t其\t之\t子,,,,,68,,1,2,1,,,
1138,OldChinese,不與我戍a申。,不\t與\t我\t戍\t申,,,,,68,,1,2,2,申,5,68-1-a
1139,OldChinese,懷哉b懷哉,懷\t哉\t懷\t哉,,,,,68,,1,3,1,懷,3,68-1-b
1140,OldChinese,曷月予還b歸哉。,曷\t月\t予\t還\t歸\t哉,,,,,68,,1,3,2,歸,5,68-1-b
1141,OldChinese,揚之水,揚\t之\t水,,,,,68,,2,1,1,,,
1142,OldChinese,不流束a楚。,不\t流\t束\t楚,,,,,68,,2,1,2,楚,4,68-2-a
1143,OldChinese,彼其之子,彼\t其\t之\t子,,,,,68,,2,2,1,,,
1144,OldChinese,不與我戍a甫。,不\t與\t我\t戍\t甫,,,,,68,,2,2,2,甫,5,68-2-a
1145,OldChinese,懷哉b懷哉,懷\t哉\t懷\t哉,,,,,68,,2,3,1,懷,3,68-2-b
1146,OldChinese,曷月予還b歸哉。,曷\t月\t予\t還\t歸\t哉,,,,,68,,2,3,2,歸,5,68-2-b
1147,OldChinese,揚之水,揚\t之\t水,,,,,68,,3,1,1,,,
1148,OldChinese,不流束a蒲。,不\t流\t束\t蒲,,,,,68,,3,1,2,蒲,4,68-3-a
1149,OldChinese,彼其之子,彼\t其\t之\t子,,,,,68,,3,2,1,,,
1150,OldChinese,不與我戍a許。,不\t與\t我\t戍\t許,,,,,68,,3,2,2,許,5,68-3-a
1151,OldChinese,懷哉b懷哉,懷\t哉\t懷\t哉,,,,,68,,3,3,1,懷,3,68-3-b
1152,OldChinese,曷月予還b歸哉。,曷\t月\t予\t還\t歸\t哉,,,,,68,,3,3,2,歸,5,68-3-b
1153,OldChinese,中谷有蓷,中\t谷\t有\t蓷,,,,,69,,1,1,1,,,
1154,OldChinese,暵其a乾矣。,暵\t其\t乾\t矣,,,,,69,,1,1,2,乾,3,69-1-a
1155,OldChinese,有女仳離,有\t女\t仳\t離,,,,,69,,1,2,1,,,
1156,OldChinese,慨其a歎矣。,慨\t其\t歎\t矣,,,,,69,,1,2,2,歎,3,69-1-a
1157,OldChinese,慨其a歎矣,慨\t其\t歎\t矣,,,,,69,,1,3,1,歎,3,69-1-a
1158,OldChinese,遇人之a艱a難矣。,遇\t人\t之\t艱\t難\t矣,,,,,69,,1,3,2,艱 難,4 5,69-1-a 69-1-a
1159,OldChinese,中谷有蓷,中\t谷\t有\t蓷,,,,,69,,2,1,1,,,
1160,OldChinese,暵其a修矣。,暵\t其\t修\t矣,,,,,69,,2,1,2,修,3,69-2-a
1161,OldChinese,有女仳a離,有\t女\t仳\t離,,,,,69,,2,2,1,離,4,69-2-a
1162,OldChinese,條其a歗矣。,條\t其\t歗\t矣,,,,,69,,2,2,2,歗,3,69-2-a
1163,OldChinese,慨其嘯矣,慨\t其\t嘯\t矣,,,,,69,,2,3,1,,,
1164,OldChinese,遇人之不a淑矣。,遇\t人\t之\t不\t淑\t矣,,,,,69,,2,3,2,淑,5,69-2-a
1165,OldChinese,中谷有蓷,中\t谷\t有\t蓷,,,,,69,,3,1,1,,,
1166,OldChinese,暵其a濕矣。,暵\t其\t濕\t矣,,,,,69,,3,1,2,濕,3,69-3-a
1167,OldChinese,有女仳離,有\t女\t仳\t離,,,,,69,,3,2,1,,,
1168,OldChinese,啜其a泣矣。,啜\t其\t泣\t矣,,,,,69,,3,2,2,泣,3,69-3-a
1169,OldChinese,啜其a泣矣,啜\t其\t泣\t矣,,,,,69,,3,3,1,泣,3,69-3-a
1170,OldChinese,嗟何b及矣。,嗟\t何\t及\t矣,,,,,69,,3,3,2,及,3,69-3-b
1171,OldChinese,有兔爰爰,有\t兔\t爰\t爰,,,,,70,,1,1,1,,,
1172,OldChinese,雉離于a羅。,雉\t離\t于\t羅,,,,,70,,1,1,2,羅,4,70-1-a
1173,OldChinese,我生之初,我\t生\t之\t初,,,,,70,,1,2,1,,,
1174,OldChinese,尚無a為。,尚\t無\t為,,,,,70,,1,2,2,為,3,70-1-a
1175,OldChinese,我生之後,我\t生\t之\t後,,,,,70,,1,3,1,,,
1176,OldChinese,逢此百a罹。,逢\t此\t百\t罹,,,,,70,,1,3,2,罹,4,70-1-a
1177,OldChinese,尚寐無a吪。,尚\t寐\t無\t吪,,,,,70,,1,4,1,吪,4,70-1-a
1178,OldChinese,有兔爰爰,有\t兔\t爰\t爰,,,,,70,,2,1,1,,,
1179,OldChinese,雉離于a罦。,雉\t離\t于\t罦,,,,,70,,2,1,2,罦,4,70-2-a
1180,OldChinese,我生之初,我\t生\t之\t初,,,,,70,,2,2,1,,,
1181,OldChinese,尚無a造。,尚\t無\t造,,,,,70,,2,2,2,造,3,70-2-a
1182,OldChinese,我生之後,我\t生\t之\t後,,,,,70,,2,3,1,,,
1183,OldChinese,逢此百a憂。,逢\t此\t百\t憂,,,,,70,,2,3,2,憂,4,70-2-a
1184,OldChinese,尚寐無a覺。,尚\t寐\t無\t覺,,,,,70,,2,4,1,覺,4,70-2-a
1185,OldChinese,有兔爰爰,有\t兔\t爰\t爰,,,,,70,,3,1,1,,,
1186,OldChinese,雉離于a罿。,雉\t離\t于\t罿,,,,,70,,3,1,2,罿,4,70-3-a
1187,OldChinese,我生之初,我\t生\t之\t初,,,,,70,,3,2,1,,,
1188,OldChinese,尚無a庸。,尚\t無\t庸,,,,,70,,3,2,2,庸,3,70-3-a
1189,OldChinese,我生之後,我\t生\t之\t後,,,,,70,,3,3,1,,,
1190,OldChinese,逢此百a凶。,逢\t此\t百\t凶,,,,,70,,3,3,2,凶,4,70-3-a
1191,OldChinese,尚寐無a聰。,尚\t寐\t無\t聰,,,,,70,,3,4,1,聰,4,70-3-a
